organism,orgId,carbon_source,error
Dechlorosoma suillum PS,PS,3-Methyl-2-Oxobutanoic Acid,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,3-methyl-1-butanol,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,3-methyl-2-oxopentanoic acid,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,4-Aminobutyric acid,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,4-Hydroxybenzoic Acid,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,4-Methyl-2-oxovaleric acid,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,5-Aminovaleric acid,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Adenosine,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Agro_defined_trehalose,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Beta-Lactose,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Butanol,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Citric Acid,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Cytidine,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,"D,L-Malic Acid",FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,D-Alanine,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,D-Arabinose,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,D-Fructose,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,D-Galactose,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,D-Galacturonic Acid monohydrate,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,D-Glucosamine Hydrochloride,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,D-Glucose,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,D-Glucose-6-Phosphate sodium salt,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,D-Lysine,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,D-Mannitol,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,D-Mannose,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,D-Raffinose pentahydrate,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,D-Ribose,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,D-Salicin,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,D-Serine,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,D-Sorbitol,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,D-Tagatose,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,D-Trehalose dihydrate,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,D-Xylose,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Decanoic acid,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Disodium Glutarate,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Ethanol,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Ferulic Acid,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Fumaric acid,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Gly-Glu,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Glycerol,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Glycine,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Glycolic Acid,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Heptanoic acid,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Hexanoic acid,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Hydroxy-L-Proline,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Inosine,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Isomaltose,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Itaconic Acid,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,L-Alanine,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,L-Arabinose,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,L-Arginine,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,L-Asparagine,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,L-Aspartic Acid,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,L-Citrulline,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,L-Cysteine hydrochloride monohydrate,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,L-Fucose,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,L-Glutamic acid monopotassium salt monohydrate,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,L-Glutamine,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,L-Histidine,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,L-Isoleucine,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,L-Leucine,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,L-Lysine,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,L-Malic acid disodium salt monohydrate,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,L-Methionine,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,L-Ornithine,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,L-Phenylalanine,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,L-Proline,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,L-Serine,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,L-Sorbose,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,L-Threonine,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,L-Tryptophan,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,L-Valine,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,L-tyrosine disodium salt,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Lacto-N-tetraose,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Lactulose,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Lauric acid,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Levulinic Acid,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Malonic acid,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Melibiose,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Myristic acid,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,N-Acetyl-D-Glucosamine,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Nonanoic acid,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Octanoic acid,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Oleic acid,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Phenylacetic acid,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Pimelic acid,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Potassium acetate,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Protocatechuic Acid,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Putrescine Dihydrochloride,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Sebacic acid,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Shikimic Acid,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,"Sodium D,L-Lactate",FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Sodium D-Lactate,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Sodium Formate,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Sodium Fumarate dibasic,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Sodium L-Lactate,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Sodium acetate,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Sodium adipate,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Sodium butyrate,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Sodium octanoate,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Sodium propionate,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Sodium pyruvate,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Sodium succinate dibasic hexahydrate,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Succinic Acid,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Thymidine,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Trisodium citrate dihydrate,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Uridine,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Valeric acid,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Vanillic Acid,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Vanillin,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,Xylitol,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,a-Ketoglutaric acid disodium salt hydrate,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,benzoic acid,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,m-Inositol,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,p-Coumaric acid,FBA error: 'cpd00007'
Dechlorosoma suillum PS,PS,palatinose hydrate,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,"1,2-Propanediol",FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,"1,3-Butandiol",FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,1-Pentanol,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,2-Deoxy-D-Ribose,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,2-methyl-1-butanol,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,3-Methyl-2-Oxobutanoic Acid,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,3-methyl-1-butanol,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,3-methyl-2-oxopentanoic acid,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,4-Aminobutyric acid,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,4-Hydroxybenzoic Acid,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,4-Methyl-2-oxovaleric acid,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,5-Aminovaleric acid,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Adenosine,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Agro_defined_trehalose,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Beta-Lactose,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Butanol,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Citric Acid,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Cytidine,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,"D,L-Malic Acid",FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,D-Alanine,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,D-Arabinose,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,D-Fructose,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,D-Galactose,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,D-Galacturonic Acid monohydrate,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,D-Glucosamine Hydrochloride,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,D-Glucose,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,D-Glucose-6-Phosphate sodium salt,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,D-Lysine,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,D-Mannitol,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,D-Mannose,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,D-Raffinose pentahydrate,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,D-Ribose,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,D-Salicin,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,D-Serine,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,D-Sorbitol,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,D-Tagatose,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,D-Trehalose dihydrate,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,D-Xylose,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Decanoic acid,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Disodium Glutarate,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Ethanol,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Ferulic Acid,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Fumaric acid,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Gly-Glu,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Glycerol,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Glycine,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Glycolic Acid,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Heptanoic acid,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Hexanoic acid,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Hydroxy-L-Proline,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Inosine,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Isomaltose,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Itaconic Acid,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,L-Alanine,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,L-Arabinose,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,L-Arginine,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,L-Asparagine,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,L-Aspartic Acid,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,L-Citrulline,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,L-Cysteine hydrochloride monohydrate,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,L-Fucose,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,L-Glutamic acid monopotassium salt monohydrate,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,L-Glutamine,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,L-Histidine,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,L-Isoleucine,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,L-Leucine,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,L-Lysine,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,L-Malic acid disodium salt monohydrate,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,L-Methionine,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,L-Ornithine,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,L-Phenylalanine,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,L-Proline,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,L-Serine,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,L-Sorbose,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,L-Threonine,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,L-Tryptophan,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,L-Valine,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,L-tyrosine disodium salt,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Lacto-N-tetraose,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Lactulose,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Lauric acid,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Levulinic Acid,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Malonic acid,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Melibiose,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Myristic acid,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,N-Acetyl-D-Glucosamine,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Nonanoic acid,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Octanoic acid,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Oleic acid,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Phenylacetic acid,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Pimelic acid,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Potassium acetate,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Protocatechuic Acid,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Putrescine Dihydrochloride,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Sebacic acid,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Shikimic Acid,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,"Sodium D,L-Lactate",FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Sodium D-Lactate,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Sodium Formate,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Sodium Fumarate dibasic,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Sodium L-Lactate,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Sodium acetate,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Sodium adipate,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Sodium butyrate,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Sodium octanoate,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Sodium propionate,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Sodium pyruvate,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Sodium succinate dibasic hexahydrate,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Succinic Acid,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Thymidine,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Trisodium citrate dihydrate,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Uridine,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Valeric acid,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Vanillic Acid,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Vanillin,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,Xylitol,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,a-Ketoglutaric acid disodium salt hydrate,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,benzoic acid,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,m-Inositol,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,p-Coumaric acid,FBA error: 'cpd00007'
Desulfovibrio vulgaris Miyazaki F,Miya,palatinose hydrate,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,"1,2-Propanediol",FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,"1,3-Butandiol",FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,1-Pentanol,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,2-Deoxy-D-Ribose,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,2-methyl-1-butanol,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,3-Methyl-2-Oxobutanoic Acid,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,3-methyl-1-butanol,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,3-methyl-2-oxopentanoic acid,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,4-Aminobutyric acid,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,4-Hydroxybenzoic Acid,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,4-Methyl-2-oxovaleric acid,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,5-Aminovaleric acid,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,Adenosine,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,Agro_defined_trehalose,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,Beta-Lactose,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,Butanol,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,Citric Acid,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,Cytidine,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,"D,L-Malic Acid",FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,D-Alanine,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,D-Arabinose,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,D-Fructose,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,D-Galactose,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,D-Galacturonic Acid monohydrate,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,D-Glucosamine Hydrochloride,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,D-Glucose,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,D-Glucose-6-Phosphate sodium salt,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,D-Lysine,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,D-Mannitol,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,D-Mannose,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,D-Raffinose pentahydrate,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,D-Ribose,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,D-Salicin,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,D-Serine,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,D-Sorbitol,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,D-Tagatose,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,D-Trehalose dihydrate,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,D-Xylose,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,Decanoic acid,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,Disodium Glutarate,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,Ethanol,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,Ferulic Acid,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,Fumaric acid,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,Gly-Glu,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,Glycerol,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,Glycine,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,Glycolic Acid,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,Heptanoic acid,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,Hexanoic acid,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,Hydroxy-L-Proline,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,Inosine,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,Isomaltose,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,Itaconic Acid,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,L-Alanine,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,L-Arabinose,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,L-Arginine,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,L-Asparagine,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,L-Aspartic Acid,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,L-Citrulline,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,L-Cysteine hydrochloride monohydrate,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,L-Fucose,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,L-Glutamic acid monopotassium salt monohydrate,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,L-Glutamine,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,L-Histidine,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,L-Isoleucine,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,L-Leucine,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,L-Lysine,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,L-Malic acid disodium salt monohydrate,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,L-Methionine,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,L-Ornithine,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,L-Phenylalanine,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,L-Proline,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,L-Serine,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,L-Sorbose,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,L-Threonine,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,L-Tryptophan,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,L-Valine,FBA error: 'cpd00007'
Dickeya dadantii 3937,Dda3937,L-tyrosine disodium salt,FBA error: 'cpd00007'
